industry_short,sic,industry_long
Agric,0100,Agric production - crops
Agric,0101,Agric production - crops
Agric,0102,Agric production - crops
Agric,0103,Agric production - crops
Agric,0104,Agric production - crops
Agric,0105,Agric production - crops
Agric,0106,Agric production - crops
Agric,0107,Agric production - crops
Agric,0108,Agric production - crops
Agric,0109,Agric production - crops
Agric,0110,Agric production - crops
Agric,0111,Agric production - crops
Agric,0112,Agric production - crops
Agric,0113,Agric production - crops
Agric,0114,Agric production - crops
Agric,0115,Agric production - crops
Agric,0116,Agric production - crops
Agric,0117,Agric production - crops
Agric,0118,Agric production - crops
Agric,0119,Agric production - crops
Agric,0120,Agric production - crops
Agric,0121,Agric production - crops
Agric,0122,Agric production - crops
Agric,0123,Agric production - crops
Agric,0124,Agric production - crops
Agric,0125,Agric production - crops
Agric,0126,Agric production - crops
Agric,0127,Agric production - crops
Agric,0128,Agric production - crops
Agric,0129,Agric production - crops
Agric,0130,Agric production - crops
Agric,0131,Agric production - crops
Agric,0132,Agric production - crops
Agric,0133,Agric production - crops
Agric,0134,Agric production - crops
Agric,0135,Agric production - crops
Agric,0136,Agric production - crops
Agric,0137,Agric production - crops
Agric,0138,Agric production - crops
Agric,0139,Agric production - crops
Agric,0140,Agric production - crops
Agric,0141,Agric production - crops
Agric,0142,Agric production - crops
Agric,0143,Agric production - crops
Agric,0144,Agric production - crops
Agric,0145,Agric production - crops
Agric,0146,Agric production - crops
Agric,0147,Agric production - crops
Agric,0148,Agric production - crops
Agric,0149,Agric production - crops
Agric,0150,Agric production - crops
Agric,0151,Agric production - crops
Agric,0152,Agric production - crops
Agric,0153,Agric production - crops
Agric,0154,Agric production - crops
Agric,0155,Agric production - crops
Agric,0156,Agric production - crops
Agric,0157,Agric production - crops
Agric,0158,Agric production - crops
Agric,0159,Agric production - crops
Agric,0160,Agric production - crops
Agric,0161,Agric production - crops
Agric,0162,Agric production - crops
Agric,0163,Agric production - crops
Agric,0164,Agric production - crops
Agric,0165,Agric production - crops
Agric,0166,Agric production - crops
Agric,0167,Agric production - crops
Agric,0168,Agric production - crops
Agric,0169,Agric production - crops
Agric,0170,Agric production - crops
Agric,0171,Agric production - crops
Agric,0172,Agric production - crops
Agric,0173,Agric production - crops
Agric,0174,Agric production - crops
Agric,0175,Agric production - crops
Agric,0176,Agric production - crops
Agric,0177,Agric production - crops
Agric,0178,Agric production - crops
Agric,0179,Agric production - crops
Agric,0180,Agric production - crops
Agric,0181,Agric production - crops
Agric,0182,Agric production - crops
Agric,0183,Agric production - crops
Agric,0184,Agric production - crops
Agric,0185,Agric production - crops
Agric,0186,Agric production - crops
Agric,0187,Agric production - crops
Agric,0188,Agric production - crops
Agric,0189,Agric production - crops
Agric,0190,Agric production - crops
Agric,0191,Agric production - crops
Agric,0192,Agric production - crops
Agric,0193,Agric production - crops
Agric,0194,Agric production - crops
Agric,0195,Agric production - crops
Agric,0196,Agric production - crops
Agric,0197,Agric production - crops
Agric,0198,Agric production - crops
Agric,0199,Agric production - crops
Agric,0200,Agric production - livestock
Agric,0201,Agric production - livestock
Agric,0202,Agric production - livestock
Agric,0203,Agric production - livestock
Agric,0204,Agric production - livestock
Agric,0205,Agric production - livestock
Agric,0206,Agric production - livestock
Agric,0207,Agric production - livestock
Agric,0208,Agric production - livestock
Agric,0209,Agric production - livestock
Agric,0210,Agric production - livestock
Agric,0211,Agric production - livestock
Agric,0212,Agric production - livestock
Agric,0213,Agric production - livestock
Agric,0214,Agric production - livestock
Agric,0215,Agric production - livestock
Agric,0216,Agric production - livestock
Agric,0217,Agric production - livestock
Agric,0218,Agric production - livestock
Agric,0219,Agric production - livestock
Agric,0220,Agric production - livestock
Agric,0221,Agric production - livestock
Agric,0222,Agric production - livestock
Agric,0223,Agric production - livestock
Agric,0224,Agric production - livestock
Agric,0225,Agric production - livestock
Agric,0226,Agric production - livestock
Agric,0227,Agric production - livestock
Agric,0228,Agric production - livestock
Agric,0229,Agric production - livestock
Agric,0230,Agric production - livestock
Agric,0231,Agric production - livestock
Agric,0232,Agric production - livestock
Agric,0233,Agric production - livestock
Agric,0234,Agric production - livestock
Agric,0235,Agric production - livestock
Agric,0236,Agric production - livestock
Agric,0237,Agric production - livestock
Agric,0238,Agric production - livestock
Agric,0239,Agric production - livestock
Agric,0240,Agric production - livestock
Agric,0241,Agric production - livestock
Agric,0242,Agric production - livestock
Agric,0243,Agric production - livestock
Agric,0244,Agric production - livestock
Agric,0245,Agric production - livestock
Agric,0246,Agric production - livestock
Agric,0247,Agric production - livestock
Agric,0248,Agric production - livestock
Agric,0249,Agric production - livestock
Agric,0250,Agric production - livestock
Agric,0251,Agric production - livestock
Agric,0252,Agric production - livestock
Agric,0253,Agric production - livestock
Agric,0254,Agric production - livestock
Agric,0255,Agric production - livestock
Agric,0256,Agric production - livestock
Agric,0257,Agric production - livestock
Agric,0258,Agric production - livestock
Agric,0259,Agric production - livestock
Agric,0260,Agric production - livestock
Agric,0261,Agric production - livestock
Agric,0262,Agric production - livestock
Agric,0263,Agric production - livestock
Agric,0264,Agric production - livestock
Agric,0265,Agric production - livestock
Agric,0266,Agric production - livestock
Agric,0267,Agric production - livestock
Agric,0268,Agric production - livestock
Agric,0269,Agric production - livestock
Agric,0270,Agric production - livestock
Agric,0271,Agric production - livestock
Agric,0272,Agric production - livestock
Agric,0273,Agric production - livestock
Agric,0274,Agric production - livestock
Agric,0275,Agric production - livestock
Agric,0276,Agric production - livestock
Agric,0277,Agric production - livestock
Agric,0278,Agric production - livestock
Agric,0279,Agric production - livestock
Agric,0280,Agric production - livestock
Agric,0281,Agric production - livestock
Agric,0282,Agric production - livestock
Agric,0283,Agric production - livestock
Agric,0284,Agric production - livestock
Agric,0285,Agric production - livestock
Agric,0286,Agric production - livestock
Agric,0287,Agric production - livestock
Agric,0288,Agric production - livestock
Agric,0289,Agric production - livestock
Agric,0290,Agric production - livestock
Agric,0291,Agric production - livestock
Agric,0292,Agric production - livestock
Agric,0293,Agric production - livestock
Agric,0294,Agric production - livestock
Agric,0295,Agric production - livestock
Agric,0296,Agric production - livestock
Agric,0297,Agric production - livestock
Agric,0298,Agric production - livestock
Agric,0299,Agric production - livestock
Agric,0700,Agricultural services
Agric,0701,Agricultural services
Agric,0702,Agricultural services
Agric,0703,Agricultural services
Agric,0704,Agricultural services
Agric,0705,Agricultural services
Agric,0706,Agricultural services
Agric,0707,Agricultural services
Agric,0708,Agricultural services
Agric,0709,Agricultural services
Agric,0710,Agricultural services
Agric,0711,Agricultural services
Agric,0712,Agricultural services
Agric,0713,Agricultural services
Agric,0714,Agricultural services
Agric,0715,Agricultural services
Agric,0716,Agricultural services
Agric,0717,Agricultural services
Agric,0718,Agricultural services
Agric,0719,Agricultural services
Agric,0720,Agricultural services
Agric,0721,Agricultural services
Agric,0722,Agricultural services
Agric,0723,Agricultural services
Agric,0724,Agricultural services
Agric,0725,Agricultural services
Agric,0726,Agricultural services
Agric,0727,Agricultural services
Agric,0728,Agricultural services
Agric,0729,Agricultural services
Agric,0730,Agricultural services
Agric,0731,Agricultural services
Agric,0732,Agricultural services
Agric,0733,Agricultural services
Agric,0734,Agricultural services
Agric,0735,Agricultural services
Agric,0736,Agricultural services
Agric,0737,Agricultural services
Agric,0738,Agricultural services
Agric,0739,Agricultural services
Agric,0740,Agricultural services
Agric,0741,Agricultural services
Agric,0742,Agricultural services
Agric,0743,Agricultural services
Agric,0744,Agricultural services
Agric,0745,Agricultural services
Agric,0746,Agricultural services
Agric,0747,Agricultural services
Agric,0748,Agricultural services
Agric,0749,Agricultural services
Agric,0750,Agricultural services
Agric,0751,Agricultural services
Agric,0752,Agricultural services
Agric,0753,Agricultural services
Agric,0754,Agricultural services
Agric,0755,Agricultural services
Agric,0756,Agricultural services
Agric,0757,Agricultural services
Agric,0758,Agricultural services
Agric,0759,Agricultural services
Agric,0760,Agricultural services
Agric,0761,Agricultural services
Agric,0762,Agricultural services
Agric,0763,Agricultural services
Agric,0764,Agricultural services
Agric,0765,Agricultural services
Agric,0766,Agricultural services
Agric,0767,Agricultural services
Agric,0768,Agricultural services
Agric,0769,Agricultural services
Agric,0770,Agricultural services
Agric,0771,Agricultural services
Agric,0772,Agricultural services
Agric,0773,Agricultural services
Agric,0774,Agricultural services
Agric,0775,Agricultural services
Agric,0776,Agricultural services
Agric,0777,Agricultural services
Agric,0778,Agricultural services
Agric,0779,Agricultural services
Agric,0780,Agricultural services
Agric,0781,Agricultural services
Agric,0782,Agricultural services
Agric,0783,Agricultural services
Agric,0784,Agricultural services
Agric,0785,Agricultural services
Agric,0786,Agricultural services
Agric,0787,Agricultural services
Agric,0788,Agricultural services
Agric,0789,Agricultural services
Agric,0790,Agricultural services
Agric,0791,Agricultural services
Agric,0792,Agricultural services
Agric,0793,Agricultural services
Agric,0794,Agricultural services
Agric,0795,Agricultural services
Agric,0796,Agricultural services
Agric,0797,Agricultural services
Agric,0798,Agricultural services
Agric,0799,Agricultural services
Agric,0910,Commercial fishing
Agric,0911,Commercial fishing
Agric,0912,Commercial fishing
Agric,0913,Commercial fishing
Agric,0914,Commercial fishing
Agric,0915,Commercial fishing
Agric,0916,Commercial fishing
Agric,0917,Commercial fishing
Agric,0918,Commercial fishing
Agric,0919,Commercial fishing
Agric,2048,Prepared feeds for animals
Food,2000,Food and kindred products
Food,2001,Food and kindred products
Food,2002,Food and kindred products
Food,2003,Food and kindred products
Food,2004,Food and kindred products
Food,2005,Food and kindred products
Food,2006,Food and kindred products
Food,2007,Food and kindred products
Food,2008,Food and kindred products
Food,2009,Food and kindred products
Food,2010,Meat products
Food,2011,Meat products
Food,2012,Meat products
Food,2013,Meat products
Food,2014,Meat products
Food,2015,Meat products
Food,2016,Meat products
Food,2017,Meat products
Food,2018,Meat products
Food,2019,Meat products
Food,2020,Dairy products
Food,2021,Dairy products
Food,2022,Dairy products
Food,2023,Dairy products
Food,2024,Dairy products
Food,2025,Dairy products
Food,2026,Dairy products
Food,2027,Dairy products
Food,2028,Dairy products
Food,2029,Dairy products
Food,2030,Canned-preserved fruits-vegs
Food,2031,Canned-preserved fruits-vegs
Food,2032,Canned-preserved fruits-vegs
Food,2033,Canned-preserved fruits-vegs
Food,2034,Canned-preserved fruits-vegs
Food,2035,Canned-preserved fruits-vegs
Food,2036,Canned-preserved fruits-vegs
Food,2037,Canned-preserved fruits-vegs
Food,2038,Canned-preserved fruits-vegs
Food,2039,Canned-preserved fruits-vegs
Food,2040,Flour and other grain mill products
Food,2041,Flour and other grain mill products
Food,2042,Flour and other grain mill products
Food,2043,Flour and other grain mill products
Food,2044,Flour and other grain mill products
Food,2045,Flour and other grain mill products
Food,2046,Flour and other grain mill products
Food,2050,Bakery products
Food,2051,Bakery products
Food,2052,Bakery products
Food,2053,Bakery products
Food,2054,Bakery products
Food,2055,Bakery products
Food,2056,Bakery products
Food,2057,Bakery products
Food,2058,Bakery products
Food,2059,Bakery products
Food,2060,Sugar and confectionery products
Food,2061,Sugar and confectionery products
Food,2062,Sugar and confectionery products
Food,2063,Sugar and confectionery products
Food,2070,Fats and oils
Food,2071,Fats and oils
Food,2072,Fats and oils
Food,2073,Fats and oils
Food,2074,Fats and oils
Food,2075,Fats and oils
Food,2076,Fats and oils
Food,2077,Fats and oils
Food,2078,Fats and oils
Food,2079,Fats and oils
Food,2090,Misc food preps
Food,2091,Misc food preps
Food,2092,Misc food preps
Food,2095,Roasted coffee
Food,2098,Misc food preparations
Food,2099,Misc food preparations
Soda,2064,Candy and other confectionery
Soda,2065,Candy and other confectionery
Soda,2066,Candy and other confectionery
Soda,2067,Candy and other confectionery
Soda,2068,Candy and other confectionery
Soda,2086,Bottled-canned soft drinks
Soda,2087,Flavoring syrup
Soda,2096,Potato chips
Soda,2097,Manufactured ice
Beer,2080,Beverages
Beer,2082,Malt beverages
Beer,2083,Malt
Beer,2084,Wine
Beer,2085,Distilled and blended liquors
Smoke,2100,Tobacco products
Smoke,2101,Tobacco products
Smoke,2102,Tobacco products
Smoke,2103,Tobacco products
Smoke,2104,Tobacco products
Smoke,2105,Tobacco products
Smoke,2106,Tobacco products
Smoke,2107,Tobacco products
Smoke,2108,Tobacco products
Smoke,2109,Tobacco products
Smoke,2110,Tobacco products
Smoke,2111,Tobacco products
Smoke,2112,Tobacco products
Smoke,2113,Tobacco products
Smoke,2114,Tobacco products
Smoke,2115,Tobacco products
Smoke,2116,Tobacco products
Smoke,2117,Tobacco products
Smoke,2118,Tobacco products
Smoke,2119,Tobacco products
Smoke,2120,Tobacco products
Smoke,2121,Tobacco products
Smoke,2122,Tobacco products
Smoke,2123,Tobacco products
Smoke,2124,Tobacco products
Smoke,2125,Tobacco products
Smoke,2126,Tobacco products
Smoke,2127,Tobacco products
Smoke,2128,Tobacco products
Smoke,2129,Tobacco products
Smoke,2130,Tobacco products
Smoke,2131,Tobacco products
Smoke,2132,Tobacco products
Smoke,2133,Tobacco products
Smoke,2134,Tobacco products
Smoke,2135,Tobacco products
Smoke,2136,Tobacco products
Smoke,2137,Tobacco products
Smoke,2138,Tobacco products
Smoke,2139,Tobacco products
Smoke,2140,Tobacco products
Smoke,2141,Tobacco products
Smoke,2142,Tobacco products
Smoke,2143,Tobacco products
Smoke,2144,Tobacco products
Smoke,2145,Tobacco products
Smoke,2146,Tobacco products
Smoke,2147,Tobacco products
Smoke,2148,Tobacco products
Smoke,2149,Tobacco products
Smoke,2150,Tobacco products
Smoke,2151,Tobacco products
Smoke,2152,Tobacco products
Smoke,2153,Tobacco products
Smoke,2154,Tobacco products
Smoke,2155,Tobacco products
Smoke,2156,Tobacco products
Smoke,2157,Tobacco products
Smoke,2158,Tobacco products
Smoke,2159,Tobacco products
Smoke,2160,Tobacco products
Smoke,2161,Tobacco products
Smoke,2162,Tobacco products
Smoke,2163,Tobacco products
Smoke,2164,Tobacco products
Smoke,2165,Tobacco products
Smoke,2166,Tobacco products
Smoke,2167,Tobacco products
Smoke,2168,Tobacco products
Smoke,2169,Tobacco products
Smoke,2170,Tobacco products
Smoke,2171,Tobacco products
Smoke,2172,Tobacco products
Smoke,2173,Tobacco products
Smoke,2174,Tobacco products
Smoke,2175,Tobacco products
Smoke,2176,Tobacco products
Smoke,2177,Tobacco products
Smoke,2178,Tobacco products
Smoke,2179,Tobacco products
Smoke,2180,Tobacco products
Smoke,2181,Tobacco products
Smoke,2182,Tobacco products
Smoke,2183,Tobacco products
Smoke,2184,Tobacco products
Smoke,2185,Tobacco products
Smoke,2186,Tobacco products
Smoke,2187,Tobacco products
Smoke,2188,Tobacco products
Smoke,2189,Tobacco products
Smoke,2190,Tobacco products
Smoke,2191,Tobacco products
Smoke,2192,Tobacco products
Smoke,2193,Tobacco products
Smoke,2194,Tobacco products
Smoke,2195,Tobacco products
Smoke,2196,Tobacco products
Smoke,2197,Tobacco products
Smoke,2198,Tobacco products
Smoke,2199,Tobacco products
Toys,0920,Fishing hunting & trapping
Toys,0921,Fishing hunting & trapping
Toys,0922,Fishing hunting & trapping
Toys,0923,Fishing hunting & trapping
Toys,0924,Fishing hunting & trapping
Toys,0925,Fishing hunting & trapping
Toys,0926,Fishing hunting & trapping
Toys,0927,Fishing hunting & trapping
Toys,0928,Fishing hunting & trapping
Toys,0929,Fishing hunting & trapping
Toys,0930,Fishing hunting & trapping
Toys,0931,Fishing hunting & trapping
Toys,0932,Fishing hunting & trapping
Toys,0933,Fishing hunting & trapping
Toys,0934,Fishing hunting & trapping
Toys,0935,Fishing hunting & trapping
Toys,0936,Fishing hunting & trapping
Toys,0937,Fishing hunting & trapping
Toys,0938,Fishing hunting & trapping
Toys,0939,Fishing hunting & trapping
Toys,0940,Fishing hunting & trapping
Toys,0941,Fishing hunting & trapping
Toys,0942,Fishing hunting & trapping
Toys,0943,Fishing hunting & trapping
Toys,0944,Fishing hunting & trapping
Toys,0945,Fishing hunting & trapping
Toys,0946,Fishing hunting & trapping
Toys,0947,Fishing hunting & trapping
Toys,0948,Fishing hunting & trapping
Toys,0949,Fishing hunting & trapping
Toys,0950,Fishing hunting & trapping
Toys,0951,Fishing hunting & trapping
Toys,0952,Fishing hunting & trapping
Toys,0953,Fishing hunting & trapping
Toys,0954,Fishing hunting & trapping
Toys,0955,Fishing hunting & trapping
Toys,0956,Fishing hunting & trapping
Toys,0957,Fishing hunting & trapping
Toys,0958,Fishing hunting & trapping
Toys,0959,Fishing hunting & trapping
Toys,0960,Fishing hunting & trapping
Toys,0961,Fishing hunting & trapping
Toys,0962,Fishing hunting & trapping
Toys,0963,Fishing hunting & trapping
Toys,0964,Fishing hunting & trapping
Toys,0965,Fishing hunting & trapping
Toys,0966,Fishing hunting & trapping
Toys,0967,Fishing hunting & trapping
Toys,0968,Fishing hunting & trapping
Toys,0969,Fishing hunting & trapping
Toys,0970,Fishing hunting & trapping
Toys,0971,Fishing hunting & trapping
Toys,0972,Fishing hunting & trapping
Toys,0973,Fishing hunting & trapping
Toys,0974,Fishing hunting & trapping
Toys,0975,Fishing hunting & trapping
Toys,0976,Fishing hunting & trapping
Toys,0977,Fishing hunting & trapping
Toys,0978,Fishing hunting & trapping
Toys,0979,Fishing hunting & trapping
Toys,0980,Fishing hunting & trapping
Toys,0981,Fishing hunting & trapping
Toys,0982,Fishing hunting & trapping
Toys,0983,Fishing hunting & trapping
Toys,0984,Fishing hunting & trapping
Toys,0985,Fishing hunting & trapping
Toys,0986,Fishing hunting & trapping
Toys,0987,Fishing hunting & trapping
Toys,0988,Fishing hunting & trapping
Toys,0989,Fishing hunting & trapping
Toys,0990,Fishing hunting & trapping
Toys,0991,Fishing hunting & trapping
Toys,0992,Fishing hunting & trapping
Toys,0993,Fishing hunting & trapping
Toys,0994,Fishing hunting & trapping
Toys,0995,Fishing hunting & trapping
Toys,0996,Fishing hunting & trapping
Toys,0997,Fishing hunting & trapping
Toys,0998,Fishing hunting & trapping
Toys,0999,Fishing hunting & trapping
Toys,3650,Household audio visual equip
Toys,3651,Household audio visual equip
Toys,3652,Phonographic records
Toys,3732,Boat building and repair
Toys,3930,Musical instruments
Toys,3931,Musical instruments
Toys,3940,Toys
Toys,3941,Toys
Toys,3942,Toys
Toys,3943,Toys
Toys,3944,Toys
Toys,3945,Toys
Toys,3946,Toys
Toys,3947,Toys
Toys,3948,Toys
Toys,3949,Toys
Fun,7800,Services - motion picture production and distribution
Fun,7801,Services - motion picture production and distribution
Fun,7802,Services - motion picture production and distribution
Fun,7803,Services - motion picture production and distribution
Fun,7804,Services - motion picture production and distribution
Fun,7805,Services - motion picture production and distribution
Fun,7806,Services - motion picture production and distribution
Fun,7807,Services - motion picture production and distribution
Fun,7808,Services - motion picture production and distribution
Fun,7809,Services - motion picture production and distribution
Fun,7810,Services - motion picture production and distribution
Fun,7811,Services - motion picture production and distribution
Fun,7812,Services - motion picture production and distribution
Fun,7813,Services - motion picture production and distribution
Fun,7814,Services - motion picture production and distribution
Fun,7815,Services - motion picture production and distribution
Fun,7816,Services - motion picture production and distribution
Fun,7817,Services - motion picture production and distribution
Fun,7818,Services - motion picture production and distribution
Fun,7819,Services - motion picture production and distribution
Fun,7820,Services - motion picture production and distribution
Fun,7821,Services - motion picture production and distribution
Fun,7822,Services - motion picture production and distribution
Fun,7823,Services - motion picture production and distribution
Fun,7824,Services - motion picture production and distribution
Fun,7825,Services - motion picture production and distribution
Fun,7826,Services - motion picture production and distribution
Fun,7827,Services - motion picture production and distribution
Fun,7828,Services - motion picture production and distribution
Fun,7829,Services - motion picture production and distribution
Fun,7830,Services - motion picture theatres
Fun,7831,Services - motion picture theatres
Fun,7832,Services - motion picture theatres
Fun,7833,Services - motion picture theatres
Fun,7840,Services - video rental
Fun,7841,Services - video rental
Fun,7900,Services - amusement and recreation
Fun,7910,Services - dance studios
Fun,7911,Services - dance studios
Fun,7920,Services - bands entertainers
Fun,7921,Services - bands entertainers
Fun,7922,Services - bands entertainers
Fun,7923,Services - bands entertainers
Fun,7924,Services - bands entertainers
Fun,7925,Services - bands entertainers
Fun,7926,Services - bands entertainers
Fun,7927,Services - bands entertainers
Fun,7928,Services - bands entertainers
Fun,7929,Services - bands entertainers
Fun,7930,Services - bowling centers
Fun,7931,Services - bowling centers
Fun,7932,Services - bowling centers
Fun,7933,Services - bowling centers
Fun,7940,Services - professional sports
Fun,7941,Services - professional sports
Fun,7942,Services - professional sports
Fun,7943,Services - professional sports
Fun,7944,Services - professional sports
Fun,7945,Services - professional sports
Fun,7946,Services - professional sports
Fun,7947,Services - professional sports
Fun,7948,Services - professional sports
Fun,7949,Services - professional sports
Fun,7980,Amusement and recreation services (?)
Fun,7990,Services - misc entertainment
Fun,7991,Services - misc entertainment
Fun,7992,Services - misc entertainment
Fun,7993,Services - misc entertainment
Fun,7994,Services - misc entertainment
Fun,7995,Services - misc entertainment
Fun,7996,Services - misc entertainment
Fun,7997,Services - misc entertainment
Fun,7998,Services - misc entertainment
Fun,7999,Services - misc entertainment
Books,2700,Printing publishing and allied
Books,2701,Printing publishing and allied
Books,2702,Printing publishing and allied
Books,2703,Printing publishing and allied
Books,2704,Printing publishing and allied
Books,2705,Printing publishing and allied
Books,2706,Printing publishing and allied
Books,2707,Printing publishing and allied
Books,2708,Printing publishing and allied
Books,2709,Printing publishing and allied
Books,2710,Newspapers: publishing-printing
Books,2711,Newspapers: publishing-printing
Books,2712,Newspapers: publishing-printing
Books,2713,Newspapers: publishing-printing
Books,2714,Newspapers: publishing-printing
Books,2715,Newspapers: publishing-printing
Books,2716,Newspapers: publishing-printing
Books,2717,Newspapers: publishing-printing
Books,2718,Newspapers: publishing-printing
Books,2719,Newspapers: publishing-printing
Books,2720,Periodicals: publishing-printing
Books,2721,Periodicals: publishing-printing
Books,2722,Periodicals: publishing-printing
Books,2723,Periodicals: publishing-printing
Books,2724,Periodicals: publishing-printing
Books,2725,Periodicals: publishing-printing
Books,2726,Periodicals: publishing-printing
Books,2727,Periodicals: publishing-printing
Books,2728,Periodicals: publishing-printing
Books,2729,Periodicals: publishing-printing
Books,2730,Books: publishing-printing
Books,2731,Books: publishing-printing
Books,2732,Books: publishing-printing
Books,2733,Books: publishing-printing
Books,2734,Books: publishing-printing
Books,2735,Books: publishing-printing
Books,2736,Books: publishing-printing
Books,2737,Books: publishing-printing
Books,2738,Books: publishing-printing
Books,2739,Books: publishing-printing
Books,2740,Misc publishing
Books,2741,Misc publishing
Books,2742,Misc publishing
Books,2743,Misc publishing
Books,2744,Misc publishing
Books,2745,Misc publishing
Books,2746,Misc publishing
Books,2747,Misc publishing
Books,2748,Misc publishing
Books,2749,Misc publishing
Books,2770,Greeting card publishing
Books,2771,Greeting card publishing
Books,2780,Book binding
Books,2781,Book binding
Books,2782,Book binding
Books,2783,Book binding
Books,2784,Book binding
Books,2785,Book binding
Books,2786,Book binding
Books,2787,Book binding
Books,2788,Book binding
Books,2789,Book binding
Books,2790,Service industries for print trade
Books,2791,Service industries for print trade
Books,2792,Service industries for print trade
Books,2793,Service industries for print trade
Books,2794,Service industries for print trade
Books,2795,Service industries for print trade
Books,2796,Service industries for print trade
Books,2797,Service industries for print trade
Books,2798,Service industries for print trade
Books,2799,Service industries for print trade
Hshld,2047,Dog and cat food
Hshld,2391,Curtains home furnishings
Hshld,2392,Curtains home furnishings
Hshld,2510,Household furniture
Hshld,2511,Household furniture
Hshld,2512,Household furniture
Hshld,2513,Household furniture
Hshld,2514,Household furniture
Hshld,2515,Household furniture
Hshld,2516,Household furniture
Hshld,2517,Household furniture
Hshld,2518,Household furniture
Hshld,2519,Household furniture
Hshld,2590,Misc furniture and fixtures
Hshld,2591,Misc furniture and fixtures
Hshld,2592,Misc furniture and fixtures
Hshld,2593,Misc furniture and fixtures
Hshld,2594,Misc furniture and fixtures
Hshld,2595,Misc furniture and fixtures
Hshld,2596,Misc furniture and fixtures
Hshld,2597,Misc furniture and fixtures
Hshld,2598,Misc furniture and fixtures
Hshld,2599,Misc furniture and fixtures
Hshld,2840,Soap & other detergents
Hshld,2841,Soap & other detergents
Hshld,2842,Soap & other detergents
Hshld,2843,Soap & other detergents
Hshld,2844,Perfumes cosmetics
Hshld,3160,Luggage
Hshld,3161,Luggage
Hshld,3170,Handbags and purses
Hshld,3171,Handbags and purses
Hshld,3172,Personal leather goods except handbags
Hshld,3190,Leather goods
Hshld,3191,Leather goods
Hshld,3192,Leather goods
Hshld,3193,Leather goods
Hshld,3194,Leather goods
Hshld,3195,Leather goods
Hshld,3196,Leather goods
Hshld,3197,Leather goods
Hshld,3198,Leather goods
Hshld,3199,Leather goods
Hshld,3229,Pressed and blown glass
Hshld,3260,Pottery and related products
Hshld,3262,China and earthenware table articles
Hshld,3263,China and earthenware table articles
Hshld,3269,Pottery products
Hshld,3230,Glass products
Hshld,3231,Glass products
Hshld,3630,Household appliances
Hshld,3631,Household appliances
Hshld,3632,Household appliances
Hshld,3633,Household appliances
Hshld,3634,Household appliances
Hshld,3635,Household appliances
Hshld,3636,Household appliances
Hshld,3637,Household appliances
Hshld,3638,Household appliances
Hshld,3639,Household appliances
Hshld,3750,Motorcycles bicycles and parts
Hshld,3751,Motorcycles bicycles and parts
(Harley & Huffy),0000,
Hshld,3800,Misc inst photo goods watches
Hshld,3860,Photographic equip
Hshld,3861,Photographic equip
(Kodak etc but also Xerox),0000,
Hshld,3870,Watches clocks and parts
Hshld,3871,Watches clocks and parts
Hshld,3872,Watches clocks and parts
Hshld,3873,Watches clocks and parts
Hshld,3910,Jewelry-precious metals
Hshld,3911,Jewelry-precious metals
Hshld,3914,Silverware
Hshld,3915,Jewelers' findings materials
Hshld,3960,Costume jewelry and notions
Hshld,3961,Costume jewelry and notions
Hshld,3962,Costume jewelry and notions
Hshld,3991,Brooms and brushes
Hshld,3995,Burial caskets
Clths,2300,Apparel and other finished products
Clths,2301,Apparel and other finished products
Clths,2302,Apparel and other finished products
Clths,2303,Apparel and other finished products
Clths,2304,Apparel and other finished products
Clths,2305,Apparel and other finished products
Clths,2306,Apparel and other finished products
Clths,2307,Apparel and other finished products
Clths,2308,Apparel and other finished products
Clths,2309,Apparel and other finished products
Clths,2310,Apparel and other finished products
Clths,2311,Apparel and other finished products
Clths,2312,Apparel and other finished products
Clths,2313,Apparel and other finished products
Clths,2314,Apparel and other finished products
Clths,2315,Apparel and other finished products
Clths,2316,Apparel and other finished products
Clths,2317,Apparel and other finished products
Clths,2318,Apparel and other finished products
Clths,2319,Apparel and other finished products
Clths,2320,Apparel and other finished products
Clths,2321,Apparel and other finished products
Clths,2322,Apparel and other finished products
Clths,2323,Apparel and other finished products
Clths,2324,Apparel and other finished products
Clths,2325,Apparel and other finished products
Clths,2326,Apparel and other finished products
Clths,2327,Apparel and other finished products
Clths,2328,Apparel and other finished products
Clths,2329,Apparel and other finished products
Clths,2330,Apparel and other finished products
Clths,2331,Apparel and other finished products
Clths,2332,Apparel and other finished products
Clths,2333,Apparel and other finished products
Clths,2334,Apparel and other finished products
Clths,2335,Apparel and other finished products
Clths,2336,Apparel and other finished products
Clths,2337,Apparel and other finished products
Clths,2338,Apparel and other finished products
Clths,2339,Apparel and other finished products
Clths,2340,Apparel and other finished products
Clths,2341,Apparel and other finished products
Clths,2342,Apparel and other finished products
Clths,2343,Apparel and other finished products
Clths,2344,Apparel and other finished products
Clths,2345,Apparel and other finished products
Clths,2346,Apparel and other finished products
Clths,2347,Apparel and other finished products
Clths,2348,Apparel and other finished products
Clths,2349,Apparel and other finished products
Clths,2350,Apparel and other finished products
Clths,2351,Apparel and other finished products
Clths,2352,Apparel and other finished products
Clths,2353,Apparel and other finished products
Clths,2354,Apparel and other finished products
Clths,2355,Apparel and other finished products
Clths,2356,Apparel and other finished products
Clths,2357,Apparel and other finished products
Clths,2358,Apparel and other finished products
Clths,2359,Apparel and other finished products
Clths,2360,Apparel and other finished products
